lid,date,comments,rid
20869092,2020-02-09,"Great Airbnb, very good location. Clean and safe.",717
20869092,2020-02-09,"Good place, greqt hospitality",718
20869092,2020-02-09,This was great for my one night between my island hopping and flying home. Very easy to check in and it was a nice touch to be provided with plenty of bottled water. Very close to the sky train so convenient for getting around the city.,719
20869092,2020-02-10,I can recommend! The apartment had everything we needed. Thanks for having us!,720
20869092,2020-02-10,Booked here for 1 night didnt even manage to get 1hr sleep as we had a window on the street and there were people talking all night long and it seemed like they were in our room as the glass insulation is so poor. Stay at Ibis instead!,721
20869092,2020-02-12,I like this place. My second  time here. Good feeling. Nice host. Highly recommended!,722
20869092,2020-02-12,We had good time there. Thanks to Suchada and team.,723
20869092,2020-02-12,We had a great stay. Very clean place with a nice design and nice building. Would love to stay here again if ever back in the area,724
20869092,2020-02-15,"Not far from bts, and you can get free ride to nearby landmark. The room is very clean and have anything necessary.",725
20869092,2020-02-15,"Sleeping pods don't have doors as advertised, but instead there is a curtain. It is extremely hot as it does not have dedicated AC. Breakfast was unatended and limited. and premises are not tidy",726
20869092,2020-02-15,"This service apartment is with dim light, water coming from shower is super slow. In room dining food is cold. Do not recommend staying here at all.",727
20869092,2020-02-16,"Lovely area, wonderful hosts, clean and pretty place!",728
20869092,2020-02-17,"Buen alojamiento es amplio (aunque las fotos pareciera un poco mas amplio de lo q es en realidad), hay cocina, lavadora (nos dejaron detergente sin costo), el aire acondicionado esta bueno. Queda a 2 cuadras aprox del metro.",729
20869092,2020-02-17,"We are highly recommend this place to any other travelers in Bangkok. The room is sparkling clean with complete facilities. They provided Shop, shampoo, clean tower, tooth brush and paste, water bottles, etc (similar with hotel standard). Location also quite good, located only a few station from Siam and chatuchak weekend market. <br/>This place guys!!!",730
20869092,2020-02-17,"What a horrible experience隆颅 many cockroaches in the room, luckily they were not in the next room we received隆颅(receptionist did not even say sorry) 隆颅terrible dump smell on the floor when you leave the elevator隆颅 dirty room and carpet was not clean- hair on the ground when we got the room隆颅. Walls in the bathroom not cleaned properly隆颅. Wifi did not work at all隆颅 hotel needs some care and renovation and not only taking money from customers隆颅 wake up please!! One star for location隆颅.",731
20869092,2020-02-17,Poor wifi quality. Behavior of hotel Staffs are worst. Strongly Not recommended.,732
20869092,2020-02-18,"Fantastic place! Very clean, modern and spacious, highly recommend! <br/><br/>Great location, not too far from the airport and close to the main areas via BTS like Siam and Ari which we liked visiting. <br/><br/>Very helpful staff, showed us around so we knew where everything was when we first arrived and allowed us to keep our heavy suitcases in the lobby for safekeeping after checkout while we enjoyed our last day in Bangkok. <br/><br/>We also enjoyed the complimentary tuk tuk to and from the train station.",733
20869092,2020-02-18,"10 stars for this place!<br/><br/>- Affordable<br/>- Accessible<br/>- Our room was ready 4 hours before our check in time<br/>- Front Desk employees were friendly and helpful<br/>- Super clean<br/>- Spacious<br/>- Bed is super duper comfy<br/>- TV, Aircon, Washing Machine, hair dryer, and hot water worked perfectly<br/>- The swimming pool was nice and clean<br/>- It is near a local market where food is much much cheaper! 20 Baht for Iced Coffee and Iced Matcha, 60 Baht for Sticky Rice, 50 Baht for Rice Meals! <br/><br/>Highly recommended!<br/><br/>Thank you!",734
20869092,2020-02-20,"Not reach my expectations, location is good. but the rooms old and smell Not well.",735
20869092,2020-02-20,"The room smells, TV doesn't work, interior is very dusty.",736
20869092,2020-02-21,"Their photos are misleading, the room is not as big as it looks like. We booked a room for 3 people including an extra bed. There is absolutely no place to walk once the extra bed was placed, and when asked about it, we did not receive any help with the situation. Very small rooms and misleading pictures from the owners have been posted.",737
20869092,2020-02-21,"Most all the reviews mentioned about the location is perfect, but when your hotel is not good then nothing is perfect, tiny pigeon whole room, wardrobe maybe good for small babies but not for adults, room stinks but I guess when you stay for more than a day you may get used to it, small tiny bathroom. Not sure how come this is 4 star hotel. I would have given 5 star rating if this was lower than 1 star hotel. I wouldn't recommend anyone to stay here, one last but not the least the breakfast no words for that super Amazing (NOT)",738
20869092,2020-02-21,Filthy room. Underside of the beds have NEVER been cleaned (littered with dirt and food remains). Rooms had a strong smoke smell and were much smaller than expected. Shower had warm-water at best. Breakfast was very poor. Corridors smelt like fish. Rooms were only cleaned once in our 4 night stay. Very very disappointing. Avoid.,739
20869092,2020-02-21,"I would not recommend this hotel. Despite booking for 12 nights, I was rejected flatly for a room upgrade. Reason given was that my stay was very long. This means that room upgrades are given only for short stays? I have not encountered any reason like this in any hotel before. Not to mention the toilet was not clean, hair was found on the wall.",740
20869092,2020-02-22,"Really nice and spacious apartment with kitchenette included. Close to public transport, pool included, isolated from the Main Street traffic. Best to use as a base when you visit Bangkok. Nothing to complain really.",741
20869092,2020-02-22,"Clean space with easy check-in and, if necessary, luggage storage after check out. We had a late flight out of Bangkok and Suchada arranged to have our luggage stored for the day. This was very convenient.  Would recommend again.",742
20869092,2020-02-23,Great place to spend a few days in Bangkok. Very clean and 3 min from sky train. I definitely recommend it.,743
20869092,2020-02-23,A+,744
20869092,2020-02-24,Great relaxing place to spend the night at!,745
20869092,2020-02-25,Thank you for a wonderful stay. This was our first time in Bangkok and we were very happy with our stay. The place was clean and had everything we needed. The pool was a nice way to cool off and relax. The bed was very comfortable! Loved the spa!!,746
20869092,2020-02-27,"Nice, modern, pool, 10 min walk to BTS",747
20869092,2020-02-28,Super clean and stylish place.<br/>Guard at the entry.<br/>Close from the sky train .<br/>Room service available for food.<br/>Pool on the 5th floor.,748
20869092,2020-02-29,Very stylish apartment for very reasonable price. Location is a bit further away from attractions and the more lively districts but a ride with the close skytram fixes that issue.,749
20869092,2020-02-29,Great place.,750
20869092,2020-02-29,"Very much fulfill the 4C's when choosing for an accommodation: Clean, Comfortable, Convinient, Cheap (affordable!). The location is within walking distance to the sky train and 7-11 (they do provide free tuk tuk shuttle to the station) and the room (studio) is clean and well equipped. You can basically live there for long term! Will definitely be back.",751
